"","X","slug","symbol","name","date","ranknow","open","high","low","close","volume","market","close_ratio","spread","is.token","eth.based"
"4048",4048,"ethereum","ETH","Ethereum","2015-10-07",3,0.650515,0.656301,0.602423,0.609388,218327,44947527,0.1293,0.05,FALSE,FALSE
"4049",4049,"ethereum","ETH","Ethereum","2015-10-08",3,0.609501,0.633138,0.591971,0.621716,310266,45872837,0.7225,0.04,FALSE,FALSE
"4050",4050,"ethereum","ETH","Ethereum","2015-10-09",3,0.655084,0.692296,0.632116,0.650628,386420,48022036,0.3076,0.06,FALSE,FALSE
"4051",4051,"ethereum","ETH","Ethereum","2015-10-10",3,0.641187,0.649022,0.624374,0.627857,141555,46356711,0.1413,0.02,FALSE,FALSE
"4052",4052,"ethereum","ETH","Ethereum","2015-10-11",3,0.627461,0.639506,0.618335,0.634963,102128,46897253,0.7854,0.02,FALSE,FALSE
"4053",4053,"ethereum","ETH","Ethereum","2015-10-12",3,0.634515,0.657789,0.62603,0.62603,109567,46253823,0,0.03,FALSE,FALSE
"4054",4054,"ethereum","ETH","Ethereum","2015-10-13",3,0.627943,0.63024,0.599214,0.607655,303044,44911718,0.2721,0.03,FALSE,FALSE
"4055",4055,"ethereum","ETH","Ethereum","2015-10-14",3,0.61224,0.61224,0.483974,0.522968,971664,38665409,0.304,0.13,FALSE,FALSE
"4056",4056,"ethereum","ETH","Ethereum","2015-10-15",3,0.523278,0.572714,0.51473,0.561878,371022,41556025,0.8131,0.06,FALSE,FALSE
"4057",4057,"ethereum","ETH","Ethereum","2015-10-16",3,0.562593,0.568861,0.522533,0.536495,249891,39691829,0.3014,0.05,FALSE,FALSE
"4058",4058,"ethereum","ETH","Ethereum","2015-10-17",3,0.534117,0.56346,0.526961,0.547178,313860,40496031,0.5539,0.04,FALSE,FALSE
"4059",4059,"ethereum","ETH","Ethereum","2015-10-18",3,0.547913,0.552234,0.512861,0.517734,133690,38329702,0.1238,0.04,FALSE,FALSE
"4060",4060,"ethereum","ETH","Ethereum","2015-10-19",3,0.517621,0.521546,0.480994,0.489014,243742,36215624,0.1978,0.04,FALSE,FALSE
"4061",4061,"ethereum","ETH","Ethereum","2015-10-20",3,0.489629,0.501898,0.431648,0.434829,383921,32213626,0.0453,0.07,FALSE,FALSE
"4062",4062,"ethereum","ETH","Ethereum","2015-10-21",3,0.431589,0.482988,0.420897,0.447329,609085,33150826,0.4257,0.06,FALSE,FALSE
"4063",4063,"ethereum","ETH","Ethereum","2015-10-22",3,0.444988,0.619466,0.420991,0.567702,924822,42085192,0.7392,0.2,FALSE,FALSE
"4064",4064,"ethereum","ETH","Ethereum","2015-10-23",3,0.56637,0.611743,0.504284,0.539657,878822,40020348,0.3292,0.11,FALSE,FALSE
"4065",4065,"ethereum","ETH","Ethereum","2015-10-24",3,0.539681,0.577396,0.518688,0.56359,258356,41809764,0.7648,0.06,FALSE,FALSE
"4066",4066,"ethereum","ETH","Ethereum","2015-10-25",3,0.563207,0.688192,0.561383,0.616039,635384,45716387,0.431,0.13,FALSE,FALSE
"4067",4067,"ethereum","ETH","Ethereum","2015-10-26",3,0.619743,0.757517,0.597098,0.731317,1089120,54289124,0.8367,0.16,FALSE,FALSE
"4068",4068,"ethereum","ETH","Ethereum","2015-10-27",3,0.70889,0.898172,0.70889,0.869641,1846370,64580263,0.8493,0.19,FALSE,FALSE
"4069",4069,"ethereum","ETH","Ethereum","2015-10-28",3,0.870938,1.06,0.807857,1,2373050,74469864,0.762,0.25,FALSE,FALSE
"4070",4070,"ethereum","ETH","Ethereum","2015-10-29",3,1.01,1.21,0.947374,1.21,2279240,89668667,1,0.26,FALSE,FALSE
"4071",4071,"ethereum","ETH","Ethereum","2015-10-30",3,1.21,1.35,0.96816,1.04,2429200,77401817,0.1881,0.38,FALSE,FALSE
"4072",4072,"ethereum","ETH","Ethereum","2015-10-31",3,1.05,1.06,0.900171,0.916627,673892,68163368,0.103,0.16,FALSE,FALSE
"4073",4073,"ethereum","ETH","Ethereum","2015-11-01",3,0.920847,1.08,0.899082,1.06,588913,78530263,0.8895,0.18,FALSE,FALSE
"4074",4074,"ethereum","ETH","Ethereum","2015-11-02",3,1.06,1.1,0.953647,0.989789,1145200,73654327,0.247,0.15,FALSE,FALSE
"4075",4075,"ethereum","ETH","Ethereum","2015-11-03",3,0.994568,1.07,0.936615,1.01,1907690,75434114,0.5502,0.13,FALSE,FALSE
"4076",4076,"ethereum","ETH","Ethereum","2015-11-04",3,1.01,1.04,0.725665,0.89905,3060340,66947930,0.5516,0.31,FALSE,FALSE
"4077",4077,"ethereum","ETH","Ethereum","2015-11-05",3,0.900699,0.991259,0.860382,0.895637,1179840,66716645,0.2694,0.13,FALSE,FALSE
"4078",4078,"ethereum","ETH","Ethereum","2015-11-06",3,0.904772,0.989848,0.852929,0.926032,913666,69004595,0.5339,0.14,FALSE,FALSE
"4079",4079,"ethereum","ETH","Ethereum","2015-11-07",3,0.923732,0.943787,0.863539,0.927974,890187,69172171,0.8029,0.08,FALSE,FALSE
"4080",4080,"ethereum","ETH","Ethereum","2015-11-08",3,0.915661,1.03,0.915661,1.03,1021460,76614488,1,0.11,FALSE,FALSE
"4081",4081,"ethereum","ETH","Ethereum","2015-11-09",3,1.03,1.11,0.945263,0.999278,2045290,74537426,0.3279,0.16,FALSE,FALSE
"4082",4082,"ethereum","ETH","Ethereum","2015-11-10",3,1,1.05,0.920968,0.934348,854581,69717801,0.1037,0.13,FALSE,FALSE
"4083",4083,"ethereum","ETH","Ethereum","2015-11-11",3,0.941296,0.945278,0.729775,0.791829,1278580,59103443,0.2879,0.22,FALSE,FALSE
"4084",4084,"ethereum","ETH","Ethereum","2015-11-12",3,0.796455,0.913919,0.76351,0.895711,806156,66880152,0.8789,0.15,FALSE,FALSE
"4085",4085,"ethereum","ETH","Ethereum","2015-11-13",3,0.907722,0.917309,0.846023,0.904096,543671,67529354,0.8146,0.07,FALSE,FALSE
"4086",4086,"ethereum","ETH","Ethereum","2015-11-14",3,0.905469,0.906113,0.876908,0.888812,372514,66410518,0.4076,0.03,FALSE,FALSE
"4087",4087,"ethereum","ETH","Ethereum","2015-11-15",3,0.891217,0.921516,0.874957,0.906368,411848,67745801,0.6746,0.05,FALSE,FALSE
"4088",4088,"ethereum","ETH","Ethereum","2015-11-16",3,0.906166,0.944732,0.891971,0.928962,620945,69458011,0.7011,0.05,FALSE,FALSE
"4089",4089,"ethereum","ETH","Ethereum","2015-11-17",3,0.924948,1.03,0.905794,1.01,1145440,75392162,0.839,0.12,FALSE,FALSE
"4090",4090,"ethereum","ETH","Ethereum","2015-11-18",3,0.993214,1.01,0.940516,0.993319,681104,74320769,0.7599,0.07,FALSE,FALSE
"4091",4091,"ethereum","ETH","Ethereum","2015-11-19",3,0.988713,1.01,0.937498,0.955532,443528,71517342,0.2487,0.07,FALSE,FALSE
"4092",4092,"ethereum","ETH","Ethereum","2015-11-20",3,0.955735,0.955735,0.898576,0.92492,614335,69247998,0.4609,0.06,FALSE,FALSE
"4093",4093,"ethereum","ETH","Ethereum","2015-11-21",3,0.928758,0.978743,0.92094,0.97614,455976,73107357,0.955,0.06,FALSE,FALSE
"4094",4094,"ethereum","ETH","Ethereum","2015-11-22",3,0.979765,0.984132,0.958982,0.968018,372173,72523507,0.3593,0.03,FALSE,FALSE
"4095",4095,"ethereum","ETH","Ethereum","2015-11-23",3,0.967493,0.969057,0.93387,0.946969,441875,70970606,0.3723,0.04,FALSE,FALSE
"4096",4096,"ethereum","ETH","Ethereum","2015-11-24",3,0.946442,0.948055,0.895931,0.900191,524195,67487356,0.0817,0.05,FALSE,FALSE
"4097",4097,"ethereum","ETH","Ethereum","2015-11-25",3,0.893827,0.899493,0.851106,0.863537,622991,64760707,0.2569,0.05,FALSE,FALSE
"4098",4098,"ethereum","ETH","Ethereum","2015-11-26",3,0.863273,0.903643,0.80436,0.884183,947473,66330892,0.804,0.1,FALSE,FALSE
"4099",4099,"ethereum","ETH","Ethereum","2015-11-27",3,0.8821,0.900051,0.860695,0.867951,403813,65135635,0.1844,0.04,FALSE,FALSE
"4100",4100,"ethereum","ETH","Ethereum","2015-11-28",3,0.868102,0.929293,0.862122,0.915703,462464,68742122,0.7977,0.07,FALSE,FALSE
"4101",4101,"ethereum","ETH","Ethereum","2015-11-29",3,0.914144,0.914153,0.860533,0.878614,448358,65980042,0.3372,0.05,FALSE,FALSE
"4102",4102,"ethereum","ETH","Ethereum","2015-11-30",3,0.879951,0.895054,0.847696,0.873119,784439,65589555,0.5368,0.05,FALSE,FALSE
"4103",4103,"ethereum","ETH","Ethereum","2015-12-01",3,0.878316,0.886736,0.853937,0.8748,652857,65738067,0.6361,0.03,FALSE,FALSE
"4104",4104,"ethereum","ETH","Ethereum","2015-12-02",3,0.873171,0.878017,0.818924,0.82121,506307,61730775,0.0387,0.06,FALSE,FALSE
"4105",4105,"ethereum","ETH","Ethereum","2015-12-03",3,0.818546,0.837664,0.785086,0.812143,539969,61070307,0.5146,0.05,FALSE,FALSE
"4106",4106,"ethereum","ETH","Ethereum","2015-12-04",3,0.812082,0.859575,0.802373,0.840041,241278,63189182,0.6585,0.06,FALSE,FALSE
"4107",4107,"ethereum","ETH","Ethereum","2015-12-05",3,0.841195,0.872821,0.824444,0.862438,232743,64895497,0.7854,0.05,FALSE,FALSE
"4108",4108,"ethereum","ETH","Ethereum","2015-12-06",3,0.866417,0.882436,0.833115,0.8355,443608,62889050,0.0484,0.05,FALSE,FALSE
"4109",4109,"ethereum","ETH","Ethereum","2015-12-07",3,0.836322,0.850791,0.78765,0.811264,520409,61084951,0.374,0.06,FALSE,FALSE
"4110",4110,"ethereum","ETH","Ethereum","2015-12-08",3,0.806024,0.823645,0.782328,0.822118,445903,61922409,0.963,0.04,FALSE,FALSE
"4111",4111,"ethereum","ETH","Ethereum","2015-12-09",3,0.824454,0.824454,0.770488,0.792167,624221,59687098,0.4017,0.05,FALSE,FALSE
"4112",4112,"ethereum","ETH","Ethereum","2015-12-10",3,0.79559,0.86159,0.787291,0.840396,369589,63342630,0.7147,0.07,FALSE,FALSE
"4113",4113,"ethereum","ETH","Ethereum","2015-12-11",3,0.839995,0.929762,0.819789,0.929762,801072,70101842,1,0.11,FALSE,FALSE
"4114",4114,"ethereum","ETH","Ethereum","2015-12-12",3,0.931196,1.05,0.928546,0.976973,1376280,73686284,0.3987,0.12,FALSE,FALSE
"4115",4115,"ethereum","ETH","Ethereum","2015-12-13",3,0.971538,0.989394,0.937438,0.952884,273614,71894531,0.2973,0.05,FALSE,FALSE
"4116",4116,"ethereum","ETH","Ethereum","2015-12-14",3,0.95662,1.01,0.950178,0.993022,563436,74947760,0.7162,0.06,FALSE,FALSE
"4117",4117,"ethereum","ETH","Ethereum","2015-12-15",3,0.990589,1.03,0.98224,1.01,578618,76568082,0.5812,0.05,FALSE,FALSE
"4118",4118,"ethereum","ETH","Ethereum","2015-12-16",3,1.02,1.02,0.974927,0.991182,320767,74858729,0.3606,0.05,FALSE,FALSE
"4119",4119,"ethereum","ETH","Ethereum","2015-12-17",3,0.993043,0.997611,0.911807,0.940701,640765,71069938,0.3367,0.09,FALSE,FALSE
"4120",4120,"ethereum","ETH","Ethereum","2015-12-18",3,0.938327,0.939493,0.908081,0.920127,300787,69538663,0.3835,0.03,FALSE,FALSE
"4121",4121,"ethereum","ETH","Ethereum","2015-12-19",3,0.921524,0.925874,0.888916,0.908072,343535,68650439,0.5183,0.04,FALSE,FALSE
"4122",4122,"ethereum","ETH","Ethereum","2015-12-20",3,0.90824,0.943185,0.899441,0.903885,472164,68356313,0.1016,0.04,FALSE,FALSE
"4123",4123,"ethereum","ETH","Ethereum","2015-12-21",3,0.906065,0.91739,0.891182,0.900771,549113,68143246,0.3659,0.03,FALSE,FALSE
"4124",4124,"ethereum","ETH","Ethereum","2015-12-22",3,0.894973,0.909526,0.862059,0.864202,454249,65398932,0.0451,0.05,FALSE,FALSE
"4125",4125,"ethereum","ETH","Ethereum","2015-12-23",3,0.861782,0.88294,0.856065,0.858077,334993,64957356,0.0749,0.03,FALSE,FALSE
"4126",4126,"ethereum","ETH","Ethereum","2015-12-24",3,0.859433,0.882818,0.8476,0.863262,354646,65371538,0.4447,0.04,FALSE,FALSE
"4127",4127,"ethereum","ETH","Ethereum","2015-12-25",3,0.861993,0.882556,0.861993,0.870363,187114,65931377,0.407,0.02,FALSE,FALSE
"4128",4128,"ethereum","ETH","Ethereum","2015-12-26",3,0.870766,0.897453,0.838314,0.854603,425282,64758910,0.2754,0.06,FALSE,FALSE
"4129",4129,"ethereum","ETH","Ethereum","2015-12-27",3,0.853166,0.861538,0.841151,0.856365,164565,64913919,0.7463,0.02,FALSE,FALSE
"4130",4130,"ethereum","ETH","Ethereum","2015-12-28",3,0.856356,0.872394,0.832932,0.845005,235134,64074279,0.3059,0.04,FALSE,FALSE
"4131",4131,"ethereum","ETH","Ethereum","2015-12-29",3,0.843835,0.873054,0.833232,0.873054,215742,66222901,1,0.04,FALSE,FALSE
"4132",4132,"ethereum","ETH","Ethereum","2015-12-30",3,0.874258,0.941099,0.866647,0.911958,604078,69196765,0.6086,0.07,FALSE,FALSE
"4133",4133,"ethereum","ETH","Ethereum","2015-12-31",3,0.912098,0.975414,0.910277,0.933542,663994,70858023,0.3572,0.07,FALSE,FALSE
"4134",4134,"ethereum","ETH","Ethereum","2016-01-01",3,0.933712,0.954822,0.931442,0.948024,206062,71980386,0.7092,0.02,FALSE,FALSE
"4135",4135,"ethereum","ETH","Ethereum","2016-01-02",3,0.947401,0.969637,0.93656,0.937124,255504,71176658,0.0171,0.03,FALSE,FALSE
"4136",4136,"ethereum","ETH","Ethereum","2016-01-03",3,0.93843,0.991362,0.934313,0.971905,407632,73843292,0.6589,0.06,FALSE,FALSE
"4137",4137,"ethereum","ETH","Ethereum","2016-01-04",3,0.972045,0.976438,0.929835,0.95448,346245,72543707,0.5288,0.05,FALSE,FALSE
"4138",4138,"ethereum","ETH","Ethereum","2016-01-05",3,0.953147,0.970597,0.946543,0.950176,219833,72240974,0.151,0.02,FALSE,FALSE
"4139",4139,"ethereum","ETH","Ethereum","2016-01-06",3,0.950028,0.960659,0.935708,0.95086,308791,72317149,0.6073,0.02,FALSE,FALSE
"4140",4140,"ethereum","ETH","Ethereum","2016-01-07",3,0.955801,0.974623,0.93583,0.942005,647462,71667152,0.1592,0.04,FALSE,FALSE
"4141",4141,"ethereum","ETH","Ethereum","2016-01-08",3,0.942752,0.991825,0.939715,0.986789,545600,75099809,0.9034,0.05,FALSE,FALSE
"4142",4142,"ethereum","ETH","Ethereum","2016-01-09",3,0.985501,0.992345,0.9736,0.986833,226281,75128312,0.7059,0.02,FALSE,FALSE
"4143",4143,"ethereum","ETH","Ethereum","2016-01-10",3,0.985557,1,0.975099,0.999231,390888,76097646,0.9691,0.02,FALSE,FALSE
"4144",4144,"ethereum","ETH","Ethereum","2016-01-11",3,0.999216,1.07,0.999216,1.06,1011920,80874514,0.8587,0.07,FALSE,FALSE
"4145",4145,"ethereum","ETH","Ethereum","2016-01-12",3,1.07,1.28,1.05,1.14,2898760,86951446,0.3913,0.23,FALSE,FALSE
"4146",4146,"ethereum","ETH","Ethereum","2016-01-13",3,1.14,1.15,1.08,1.13,1005910,85775572,0.7143,0.07,FALSE,FALSE
"4147",4147,"ethereum","ETH","Ethereum","2016-01-14",3,1.12,1.19,1.1,1.19,751961,90714399,1,0.09,FALSE,FALSE
"4148",4148,"ethereum","ETH","Ethereum","2016-01-15",3,1.18,1.32,1.14,1.21,3910550,92149709,0.3889,0.18,FALSE,FALSE
"4149",4149,"ethereum","ETH","Ethereum","2016-01-16",3,1.22,1.31,1.17,1.22,2462630,93117298,0.3571,0.14,FALSE,FALSE
"4150",4150,"ethereum","ETH","Ethereum","2016-01-17",3,1.22,1.33,1.21,1.33,1171150,101329330,1,0.12,FALSE,FALSE
"4151",4151,"ethereum","ETH","Ethereum","2016-01-18",3,1.33,1.54,1.32,1.43,4278930,108912542,0.5,0.22,FALSE,FALSE
"4152",4152,"ethereum","ETH","Ethereum","2016-01-19",3,1.42,1.46,1.31,1.37,2446740,104750746,0.4,0.15,FALSE,FALSE
"4153",4153,"ethereum","ETH","Ethereum","2016-01-20",3,1.36,1.62,1.35,1.53,2933220,117043472,0.6667,0.27,FALSE,FALSE
"4154",4154,"ethereum","ETH","Ethereum","2016-01-21",3,1.53,1.59,1.49,1.55,1614960,118743869,0.6,0.1,FALSE,FALSE
"4155",4155,"ethereum","ETH","Ethereum","2016-01-22",3,1.55,1.58,1.47,1.5,1567240,114784065,0.2727,0.11,FALSE,FALSE
"4156",4156,"ethereum","ETH","Ethereum","2016-01-23",3,1.5,2.03,1.5,1.97,7370980,150874912,0.8868,0.53,FALSE,FALSE
"4157",4157,"ethereum","ETH","Ethereum","2016-01-24",3,1.9,2.3,1.9,2.14,9669770,163819884,0.6,0.4,FALSE,FALSE
"4158",4158,"ethereum","ETH","Ethereum","2016-01-25",3,2.15,2.66,2.06,2.5,10739300,191276220,0.7333,0.6,FALSE,FALSE
"4159",4159,"ethereum","ETH","Ethereum","2016-01-26",3,2.53,2.84,1.99,2.28,13939200,174275656,0.3412,0.85,FALSE,FALSE
"4160",4160,"ethereum","ETH","Ethereum","2016-01-27",3,2.25,2.59,2.19,2.39,6961080,182923580,0.5,0.4,FALSE,FALSE
"4161",4161,"ethereum","ETH","Ethereum","2016-01-28",3,2.41,2.68,2.34,2.53,4903850,193551356,0.5588,0.34,FALSE,FALSE
"4162",4162,"ethereum","ETH","Ethereum","2016-01-29",3,2.54,2.61,2.3,2.49,6662340,191198055,0.6129,0.31,FALSE,FALSE
"4163",4163,"ethereum","ETH","Ethereum","2016-01-30",3,2.51,2.61,2.4,2.45,3725080,187435391,0.2381,0.21,FALSE,FALSE
"4164",4164,"ethereum","ETH","Ethereum","2016-01-31",3,2.44,2.53,2.19,2.31,5847500,176834424,0.3529,0.34,FALSE,FALSE
"4165",4165,"ethereum","ETH","Ethereum","2016-02-01",3,2.32,2.32,2.12,2.21,3994100,169654871,0.45,0.2,FALSE,FALSE
"4166",4166,"ethereum","ETH","Ethereum","2016-02-02",3,2.22,2.45,2.16,2.44,3451270,187200922,0.9655,0.29,FALSE,FALSE
"4167",4167,"ethereum","ETH","Ethereum","2016-02-03",3,2.43,2.54,2.34,2.53,3987750,194099730,0.95,0.2,FALSE,FALSE
"4168",4168,"ethereum","ETH","Ethereum","2016-02-04",3,2.53,2.63,2.44,2.58,3552320,197953037,0.7368,0.19,FALSE,FALSE
"4169",4169,"ethereum","ETH","Ethereum","2016-02-05",3,2.57,2.61,2.47,2.54,2636700,195018592,0.5,0.14,FALSE,FALSE
"4170",4170,"ethereum","ETH","Ethereum","2016-02-06",3,2.53,2.56,2.47,2.53,1921240,194733892,0.6667,0.09,FALSE,FALSE
"4171",4171,"ethereum","ETH","Ethereum","2016-02-07",3,2.54,3.06,2.54,2.96,7007060,227838892,0.8077,0.52,FALSE,FALSE
"4172",4172,"ethereum","ETH","Ethereum","2016-02-08",3,2.97,3.27,2.88,3.18,9725690,244479014,0.7692,0.39,FALSE,FALSE
"4173",4173,"ethereum","ETH","Ethereum","2016-02-09",3,3.17,4.04,3.17,4.04,17954000,311075408,1,0.87,FALSE,FALSE
"4174",4174,"ethereum","ETH","Ethereum","2016-02-10",3,4,4.86,3.78,4.44,28640400,341305129,0.6111,1.08,FALSE,FALSE
"4175",4175,"ethereum","ETH","Ethereum","2016-02-11",3,4.5,6.29,4.34,6.01,26408200,462770855,0.8564,1.95,FALSE,FALSE
"4176",4176,"ethereum","ETH","Ethereum","2016-02-12",3,5.95,6.58,5.07,5.55,23360800,427037697,0.3179,1.51,FALSE,FALSE
"4177",4177,"ethereum","ETH","Ethereum","2016-02-13",3,5.69,5.72,4.19,5.39,24218800,414729231,0.7843,1.53,FALSE,FALSE
"4178",4178,"ethereum","ETH","Ethereum","2016-02-14",3,5.4,5.47,4.45,5.24,11226500,403647764,0.7745,1.02,FALSE,FALSE
"4179",4179,"ethereum","ETH","Ethereum","2016-02-15",3,5.33,5.89,5.02,5.29,13934200,407524960,0.3103,0.87,FALSE,FALSE
"4180",4180,"ethereum","ETH","Ethereum","2016-02-16",3,5.33,5.47,4.03,4.32,15889100,332648533,0.2014,1.44,FALSE,FALSE
"4181",4181,"ethereum","ETH","Ethereum","2016-02-17",3,4.29,4.77,3.5,3.76,15451000,289721943,0.2047,1.27,FALSE,FALSE
"4182",4182,"ethereum","ETH","Ethereum","2016-02-18",3,3.77,4.77,3.42,4.4,17054000,339328346,0.7259,1.35,FALSE,FALSE
"4183",4183,"ethereum","ETH","Ethereum","2016-02-19",3,4.38,4.79,4.27,4.74,7666320,365577845,0.9038,0.52,FALSE,FALSE
"4184",4184,"ethereum","ETH","Ethereum","2016-02-20",3,4.68,4.75,4.13,4.34,8631090,335088727,0.3387,0.62,FALSE,FALSE
"4185",4185,"ethereum","ETH","Ethereum","2016-02-21",3,4.36,4.71,4.23,4.65,6413550,359310563,0.875,0.48,FALSE,FALSE
"4186",4186,"ethereum","ETH","Ethereum","2016-02-22",3,4.66,5.65,4.64,5.62,15056200,433798974,0.9703,1.01,FALSE,FALSE
"4187",4187,"ethereum","ETH","Ethereum","2016-02-23",3,5.68,5.95,5.39,5.59,13380600,431598157,0.3571,0.56,FALSE,FALSE
"4188",4188,"ethereum","ETH","Ethereum","2016-02-24",3,5.6,6.24,5.51,6.24,11426500,481995066,1,0.73,FALSE,FALSE
"4189",4189,"ethereum","ETH","Ethereum","2016-02-25",3,6.19,6.65,5.55,6.1,21471800,471975064,0.5,1.1,FALSE,FALSE
"4190",4190,"ethereum","ETH","Ethereum","2016-02-26",3,6.04,6.27,5.74,5.92,9526860,457966535,0.3396,0.53,FALSE,FALSE
"4191",4191,"ethereum","ETH","Ethereum","2016-02-27",3,5.96,6.53,5.92,6.43,8903210,497119698,0.8361,0.61,FALSE,FALSE
"4192",4192,"ethereum","ETH","Ethereum","2016-02-28",3,6.41,6.62,6.24,6.47,9851660,500569665,0.6053,0.38,FALSE,FALSE
"4193",4193,"ethereum","ETH","Ethereum","2016-02-29",3,6.46,6.61,6.05,6.34,7648020,490556570,0.5179,0.56,FALSE,FALSE
"4194",4194,"ethereum","ETH","Ethereum","2016-03-01",3,6.32,7.91,6.31,7.65,23098100,592677993,0.8375,1.6,FALSE,FALSE
"4195",4195,"ethereum","ETH","Ethereum","2016-03-02",3,7.63,8.75,7.37,8.47,29130200,655748796,0.7971,1.38,FALSE,FALSE
"4196",4196,"ethereum","ETH","Ethereum","2016-03-03",3,8.44,10.1,8.33,9.29,40314900,720179291,0.5424,1.77,FALSE,FALSE
"4197",4197,"ethereum","ETH","Ethereum","2016-03-04",3,9.24,10.41,8.48,10.41,35520100,806593727,1,1.93,FALSE,FALSE
"4198",4198,"ethereum","ETH","Ethereum","2016-03-05",3,10.37,12.27,9.97,11,56439600,853205226,0.4478,2.3,FALSE,FALSE
"4199",4199,"ethereum","ETH","Ethereum","2016-03-06",3,11.2,11.84,9.99,11.38,39112000,882886756,0.7514,1.85,FALSE,FALSE
"4200",4200,"ethereum","ETH","Ethereum","2016-03-07",3,11.43,11.65,9.31,9.55,34085100,741166643,0.1026,2.34,FALSE,FALSE
"4201",4201,"ethereum","ETH","Ethereum","2016-03-08",3,9.58,10.17,8.82,9.85,25524300,764269545,0.763,1.35,FALSE,FALSE
"4202",4202,"ethereum","ETH","Ethereum","2016-03-09",3,9.79,12.05,9.67,11.9,27540500,923733301,0.937,2.38,FALSE,FALSE
"4203",4203,"ethereum","ETH","Ethereum","2016-03-10",3,11.88,12.24,10.99,11.31,26851500,877988473,0.256,1.25,FALSE,FALSE
"4204",4204,"ethereum","ETH","Ethereum","2016-03-11",3,11.22,11.6,10.39,11.08,21002700,861012043,0.5702,1.21,FALSE,FALSE
"4205",4205,"ethereum","ETH","Ethereum","2016-03-12",3,11.13,13.53,11.09,13.53,48957300,1051728778,1,2.44,FALSE,FALSE
"4206",4206,"ethereum","ETH","Ethereum","2016-03-13",3,13.51,15.26,13.47,14.48,43915100,1125287882,0.5642,1.79,FALSE,FALSE
"4207",4207,"ethereum","ETH","Ethereum","2016-03-14",3,14.51,15.01,11.58,12.45,58385100,968384041,0.2536,3.43,FALSE,FALSE
"4208",4208,"ethereum","ETH","Ethereum","2016-03-15",3,13,13.2,12.05,13.01,28404500,1012119266,0.8348,1.15,FALSE,FALSE
"4209",4209,"ethereum","ETH","Ethereum","2016-03-16",3,13.02,13.73,12.5,12.52,24335500,974447125,0.0163,1.23,FALSE,FALSE
"4210",4210,"ethereum","ETH","Ethereum","2016-03-17",3,12.56,12.64,10.44,11.08,41650600,865792703,0.2909,2.2,FALSE,FALSE
"4211",4211,"ethereum","ETH","Ethereum","2016-03-18",3,11.11,11.18,8.52,11,53956800,859618881,0.9323,2.66,FALSE,FALSE
"4212",4212,"ethereum","ETH","Ethereum","2016-03-19",3,11.2,11.2,9.78,10.53,26735700,823422650,0.5282,1.42,FALSE,FALSE
"4213",4213,"ethereum","ETH","Ethereum","2016-03-20",3,10.52,10.9,9.57,10.32,17651100,807256577,0.5639,1.33,FALSE,FALSE
"4214",4214,"ethereum","ETH","Ethereum","2016-03-21",3,10.3,12.01,10.16,11.86,28572600,928428770,0.9189,1.85,FALSE,FALSE
"4215",4215,"ethereum","ETH","Ethereum","2016-03-22",3,11.88,12.03,11.18,11.27,19730300,883434497,0.1059,0.85,FALSE,FALSE
"4216",4216,"ethereum","ETH","Ethereum","2016-03-23",3,11.33,12.43,11.24,12.42,19353200,973296475,0.9916,1.19,FALSE,FALSE
"4217",4217,"ethereum","ETH","Ethereum","2016-03-24",3,12.44,12.5,10.8,11.23,26081800,881027910,0.2529,1.7,FALSE,FALSE
"4218",4218,"ethereum","ETH","Ethereum","2016-03-25",3,11.26,11.37,10.53,10.74,13782000,842804289,0.25,0.84,FALSE,FALSE
"4219",4219,"ethereum","ETH","Ethereum","2016-03-26",3,10.77,11.18,10.59,10.97,9425480,861261383,0.6441,0.59,FALSE,FALSE
"4220",4220,"ethereum","ETH","Ethereum","2016-03-27",3,10.99,11.05,10.11,10.42,16744800,818048967,0.3298,0.94,FALSE,FALSE
"4221",4221,"ethereum","ETH","Ethereum","2016-03-28",3,10.43,11.86,10.41,11.67,23188300,916272916,0.869,1.45,FALSE,FALSE
"4222",4222,"ethereum","ETH","Ethereum","2016-03-29",3,11.75,11.91,11.35,11.66,17684200,915917612,0.5536,0.56,FALSE,FALSE
"4223",4223,"ethereum","ETH","Ethereum","2016-03-30",3,11.61,12.18,11.47,11.95,19351200,939593767,0.6761,0.71,FALSE,FALSE
"4224",4224,"ethereum","ETH","Ethereum","2016-03-31",3,11.92,12.01,11.32,11.4,14966700,896764774,0.1159,0.69,FALSE,FALSE
"4225",4225,"ethereum","ETH","Ethereum","2016-04-01",3,11.4,11.85,11.4,11.66,11373100,917590806,0.5778,0.45,FALSE,FALSE
"4226",4226,"ethereum","ETH","Ethereum","2016-04-02",3,11.63,11.69,11.4,11.6,8682620,912861404,0.6897,0.29,FALSE,FALSE
"4227",4227,"ethereum","ETH","Ethereum","2016-04-03",3,11.63,11.71,11.51,11.62,5580550,914757199,0.55,0.2,FALSE,FALSE
"4228",4228,"ethereum","ETH","Ethereum","2016-04-04",3,11.62,11.62,11.02,11.16,9599070,878817015,0.2333,0.6,FALSE,FALSE
"4229",4229,"ethereum","ETH","Ethereum","2016-04-05",3,11.21,11.21,10.13,10.44,20557300,822498173,0.287,1.08,FALSE,FALSE
"4230",4230,"ethereum","ETH","Ethereum","2016-04-06",3,10.45,10.97,10.28,10.69,16997100,842318789,0.5942,0.69,FALSE,FALSE
