"","X","slug","symbol","name","date","ranknow","open","high","low","close","volume","market","close_ratio","spread","is.token","eth.based"
"4022",4022,"ethereum","ETH","Ethereum","2015-09-11",3,1.16,1.17,0.940675,0.982978,1942600,71868265,0.1845,0.23,FALSE,FALSE
"4023",4023,"ethereum","ETH","Ethereum","2015-09-12",3,0.987228,1.11,0.96978,1.04,772430,75971273,0.5008,0.14,FALSE,FALSE
"4024",4024,"ethereum","ETH","Ethereum","2015-09-13",3,1.04,1.04,0.902832,0.936003,644138,68480587,0.2418,0.14,FALSE,FALSE
"4025",4025,"ethereum","ETH","Ethereum","2015-09-14",3,0.940566,0.949387,0.87176,0.875622,741085,64084135,0.0498,0.08,FALSE,FALSE
"4026",4026,"ethereum","ETH","Ethereum","2015-09-15",3,0.875189,1.05,0.875189,0.94441,703390,69141409,0.396,0.17,FALSE,FALSE
"4027",4027,"ethereum","ETH","Ethereum","2015-09-16",3,0.941977,0.952698,0.901639,0.907175,615593,66437873,0.1084,0.05,FALSE,FALSE
"4028",4028,"ethereum","ETH","Ethereum","2015-09-17",3,0.906865,0.909204,0.831132,0.874231,897940,64046216,0.552,0.08,FALSE,FALSE
"4029",4029,"ethereum","ETH","Ethereum","2015-09-18",3,0.874574,0.888102,0.833908,0.853685,484622,62561883,0.3649,0.05,FALSE,FALSE
"4030",4030,"ethereum","ETH","Ethereum","2015-09-19",3,0.849603,0.911883,0.833784,0.882391,386988,64687992,0.6224,0.08,FALSE,FALSE
"4031",4031,"ethereum","ETH","Ethereum","2015-09-20",3,0.881191,0.947741,0.873205,0.938445,508314,68822183,0.8753,0.07,FALSE,FALSE
"4032",4032,"ethereum","ETH","Ethereum","2015-09-21",3,0.941496,0.957326,0.878301,0.919047,424039,67422915,0.5156,0.08,FALSE,FALSE
"4033",4033,"ethereum","ETH","Ethereum","2015-09-22",3,0.919337,0.919337,0.865225,0.901796,487914,66180153,0.6758,0.05,FALSE,FALSE
"4034",4034,"ethereum","ETH","Ethereum","2015-09-23",3,0.90356,0.90891,0.885136,0.893406,200541,65587499,0.3479,0.02,FALSE,FALSE
"4035",4035,"ethereum","ETH","Ethereum","2015-09-24",3,0.896796,0.908571,0.79346,0.81361,842505,59749888,0.175,0.12,FALSE,FALSE
"4036",4036,"ethereum","ETH","Ethereum","2015-09-25",3,0.820031,0.825665,0.712745,0.736223,903457,54085581,0.2079,0.11,FALSE,FALSE
"4037",4037,"ethereum","ETH","Ethereum","2015-09-26",3,0.73763,0.787544,0.709328,0.785964,369620,57759115,0.9798,0.08,FALSE,FALSE
"4038",4038,"ethereum","ETH","Ethereum","2015-09-27",3,0.791277,0.791277,0.719169,0.720839,413801,52990396,0.0232,0.07,FALSE,FALSE
"4039",4039,"ethereum","ETH","Ethereum","2015-09-28",3,0.723715,0.725677,0.557062,0.582886,1320890,42863006,0.1532,0.17,FALSE,FALSE
"4040",4040,"ethereum","ETH","Ethereum","2015-09-29",3,0.579414,0.67583,0.558346,0.661146,913992,48633259,0.875,0.12,FALSE,FALSE
"4041",4041,"ethereum","ETH","Ethereum","2015-09-30",3,0.661192,0.746722,0.635861,0.738644,619926,54351468,0.9271,0.11,FALSE,FALSE
"4042",4042,"ethereum","ETH","Ethereum","2015-10-01",3,0.734307,0.734307,0.655906,0.690215,596084,50805919,0.4376,0.08,FALSE,FALSE
"4043",4043,"ethereum","ETH","Ethereum","2015-10-02",3,0.683732,0.69112,0.654605,0.678574,219318,49966502,0.6564,0.04,FALSE,FALSE
"4044",4044,"ethereum","ETH","Ethereum","2015-10-03",3,0.678783,0.709204,0.675482,0.687171,163326,50616972,0.3466,0.03,FALSE,FALSE
"4045",4045,"ethereum","ETH","Ethereum","2015-10-04",3,0.686343,0.693126,0.660716,0.668379,103497,49249083,0.2364,0.03,FALSE,FALSE
"4046",4046,"ethereum","ETH","Ethereum","2015-10-05",3,0.666784,0.674438,0.62445,0.628643,234263,46336892,0.0839,0.05,FALSE,FALSE
"4047",4047,"ethereum","ETH","Ethereum","2015-10-06",3,0.622218,0.653944,0.60623,0.650645,262674,47974298,0.9309,0.05,FALSE,FALSE
